length	gccontent
CTD-2666L21.3	412	0.601941747572815
CTD-3023L14.2	1075	0.43906976744186
CTD-3035D6.1	459	0.498910675381264
CTD-3064H18.4	3019	0.380589599205035
CTD-3064M3.4	1380	0.553623188405797
CTD-3065J16.6	423	0.692671394799054
CTD-3080P12.3	1761	0.576377058489495
CTD-3088G3.8	3388	0.603896103896104
CTD-3107M8.1	317	0.372239747634069
CTD-3131K8.1	477	0.419287211740042
CTD-3145H4.1	1744	0.50802752293578
CTD-3184A7.4	801	0.559300873907616
CTD-3193K9.1	345	0.449275362318841
CTD-3193O13.9	2139	0.705002337540907
CTD-3203P2.2	2589	0.444573194283507
CTD-3224K15.2	566	0.676678445229682
CTD-3236F5.1	290	0.431034482758621
CTDNEP1	1876	0.588486140724947
CTDP1	3770	0.627851458885942
CTDSP1	4727	0.623439813835414
CTDSP2	5051	0.537715303900218
CTDSPL	5796	0.484644582470669
CTDSPL2	6828	0.362185120093732
CTF1	1686	0.627520759193357
CTGLF11P	2444	0.512684124386252
CTH	2079	0.426647426647427
CTHRC1	1776	0.4375
CTIF	5866	0.595976815547221
CTNNA1	8495	0.478987639788111
CTNNA2	6863	0.461022876293166
CTNNA3	4806	0.417186849771119
CTNNAL1	3129	0.387983381271972
CTNNAP1	2709	0.483573274270949
CTNNB1	6360	0.42625786163522
CTNNBIP1	2915	0.580789022298456
CTNNBL1	3995	0.470337922403004
CTNND1	6352	0.468041561712846
CTNND2	6863	0.52702899606586
CTNS	3357	0.563002680965147
CTPS1	5460	0.507875457875458
CTR9	4314	0.431617987946222
CTRL	1286	0.598755832037325
CTSA	2864	0.579958100558659
CTSB	4327	0.535474924890224
CTSC	7622	0.390317501967987
CTSD	1823	0.653867251782776
CTSE	2686	0.497021593447506
CTSF	2013	0.599105812220566
CTSH	2190	0.533333333333333
CTSK	1887	0.45733969263381
CTSL	2366	0.522823330515638
CTSS	4352	0.398667279411765
CTSV	1684	0.479809976247031
CTSW	1294	0.591190108191654
CTSZ	1684	0.59916864608076
CTTN	5651	0.528579012564148
CTTNBP2	7035	0.453873489694385
CTTNBP2NL	5299	0.41045480279298
CTU1	2107	0.68296155671571
CTU2	1739	0.642898217366302
CTXN1	1272	0.729559748427673
CTXN2	2695	0.392578849721707
CUBN	13168	0.458535844471446
CUBNP2	1139	0.438981562774363
CUEDC1	2293	0.631923244657654
CUEDC2	1412	0.596317280453258
CUL1	3573	0.450321858382312
CUL2	4927	0.403896894662066
CUL3	11028	0.364889372506347
CUL4A	5416	0.481905465288035
CUL4AP1	1834	0.361504907306434
CUL5	6386	0.368149076103977
CUL7	4968	0.586151368760064
CUL9	11271	0.573329784402449
CUTC	1690	0.47810650887574
CUX2	7238	0.573777286543244
CUZD1	3134	0.441927249521378
CWC15	1567	0.410338225909381
CWC22	3328	0.403245192307692
CWC25	2329	0.477458136539287
CWC27	3568	0.383968609865471
CWF19L1	3849	0.441673161860223
CWF19L2	3580	0.383798882681564
CX3CL1	3316	0.598311218335344
CX3CR1	3627	0.480011028398125
CXADR	6722	0.390657542398096
CXCL10	1189	0.375946173254836
CXCL11	1908	0.354297693920335
CXCL12	6074	0.481725386894962
CXCL13	1431	0.387840670859539
CXCL14	1769	0.501413227812323
CXCL16	2334	0.576692373607541
CXCL3	2219	0.47589004055881
CXCL5	2538	0.376280535855004
CXCL9	2740	0.400729927007299
CXCR1	1556	0.528920308483291
CXCR2	3231	0.484060662333643
CXCR2P1	2503	0.467838593687575
CXCR4	2224	0.461330935251799
CXCR5	2705	0.595563770794824
CXCR6	3769	0.481560095516052
CXXC1	2966	0.598111935266352
CXXC11	2606	0.665003837298542
CXXC4	5644	0.41070163004961
CXXC5	3841	0.592814371257485
CYB561	3435	0.587772925764192
CYB561A3	2769	0.58324304803178
CYB561D1	5156	0.537626066718386
CYB561D2	1431	0.566037735849057
CYB5A	864	0.487268518518519
CYB5B	6452	0.401580905145691
CYB5D1	3635	0.474828060522696
CYB5D2	1996	0.556112224448898
CYB5P4	399	0.43859649122807
CYB5R1	3575	0.474405594405594
CYB5R2	1607	0.550715619166148
CYB5R3	4903	0.610034672649398
CYB5R4	2638	0.393479909021986
CYB5RL	7228	0.50415052573326
CYBA	551	0.676950998185118
CYBRD1	5176	0.437403400309119
CYC1	1209	0.618693134822167
CYCS	4457	0.431456136414629
CYCSP12	300	0.453333333333333
CYCSP51	318	0.443396226415094
CYFIP1	6381	0.516063312960351
CYFIP2	10102	0.507919223916056
CYGB	2069	0.624939584340261
CYHR1	2572	0.627527216174183
CYLD	8805	0.402952867688813
CYP11A1	3410	0.559530791788856
CYP17A1	3046	0.515101772816809
CYP19A1	7820	0.424424552429668
CYP1A1	2685	0.533333333333333
CYP1A2	3127	0.53405820275024
CYP1B1	5623	0.438733772007825
CYP1B1-AS1	2306	0.471379011274935
CYP20A1	3703	0.43289224952741
CYP24A1	3972	0.449899295065458
CYP26A1	2485	0.52112676056338
CYP26B1	5015	0.571286141575274
CYP27A1	2983	0.588333892054978
CYP27B1	2486	0.563153660498793
CYP2A13	1747	0.575271894676588
CYP2AB1P	1265	0.562845849802372
CYP2B6	3103	0.500483403158234
CYP2C8	2171	0.42376784891755
CYP2D6	2453	0.615572768039136
CYP2D8P	1490	0.631543624161074
CYP2E1	7065	0.506723283793348
CYP2J2	2990	0.436454849498328
CYP2R1	1608	0.426616915422886
CYP2S1	2620	0.603053435114504
CYP2T2P	1285	0.595330739299611
CYP2U1	5588	0.43217609162491
CYP2W1	2773	0.67976920302921
CYP3A4	3120	0.434615384615385
CYP3A5	6729	0.430821816020211
CYP4A22-AS1	341	0.513196480938416
CYP4B1	2435	0.524845995893224
CYP4F11	3395	0.518409425625921
CYP4F12	3671	0.503405066739308
CYP4F2	2361	0.52562473528166
CYP4F3	2988	0.491633199464525
CYP4F8	2146	0.568499534016775
CYP4V2	9612	0.440282979608822
CYP4X1	2548	0.466640502354788
CYP51A1	725	0.511724137931034
CYP51A1P1	1507	0.433311214333112
CYP51A1P2	1246	0.406902086677368
CYP51A1P3	1990	0.447236180904523
CYP7B1	2282	0.416739702015776
CYR61	2455	0.516496945010183
CYS1	2847	0.617492096944152
CYSLTR2	2548	0.430533751962323
CYSTM1	2317	0.530858869227449
CYTH1	5074	0.554394954670871
CYTH2	7487	0.589288099372245
CYTH3	5808	0.543388429752066
CYTH4	6183	0.57399320718098
CYTIP	3437	0.416933372126855
D2HGDH	4897	0.616704104553808
D86994.2	50	0.62
D87024.1	94	0.659574468085106
DAAM1	5908	0.395734597156398
DAAM2	6104	0.563073394495413
DAB2IP	8408	0.616793529971456
DACT1	3966	0.526222894604135
DACT3	5357	0.595482546201232
DAD1	853	0.484173505275498
DAG1	5548	0.554614275414564
DAGLA	5756	0.628040305767894
DAGLB	5487	0.556588299617277
DAK	4227	0.575348947243908
DALRD3	2689	0.613611007809595
DANCR	1344	0.517857142857143
DAND5	1732	0.560623556581986
DAP	3361	0.51532282058911
DAP3	4397	0.450307027518763
DAP3P2	510	0.454901960784314
DAPK1	8905	0.505109489051095
DAPK2	2694	0.533036377134373
DAPK3	2105	0.652256532066508
DAPP1	4548	0.379507475813544
DARC	2361	0.555696738670055
DARS	3709	0.36640603936371
DARS2	3530	0.428328611898017
DAXX	3662	0.555707263790279
DAZAP1	2274	0.573878627968338
DAZAP2	2766	0.456254519161244
DAZAP2P1	503	0.548707753479125
DAZL	3631	0.415587992288626
DBF4	4441	0.379419049763567
DBF4B	4845	0.542208462332301
DBF4P1	1892	0.360993657505285
DBH	2646	0.616024187452759
DBH-AS1	2021	0.610094012864918
DBI	2425	0.505979381443299
DBIL5P	698	0.448424068767908
DBIL5P2	1692	0.452127659574468
DBIP1	260	0.457692307692308
DBN1	5123	0.633222721061878
DBNDD1	2635	0.628462998102467
DBNDD2	1769	0.644431882419446
DBNL	11536	0.550884188626907
DBP	1653	0.679370840895342
DBR1	3160	0.412025316455696
DBT	4042	0.388174171202375
DCAF10	8396	0.415316817532158
DCAF11	4082	0.533072023517883
DCAF12	4389	0.471177944862155
DCAF13	5803	0.382216095123212
DCAF13P1	1330	0.399248120300752
DCAF15	2271	0.62703654777631
DCAF16	4816	0.424833887043189
DCAF17	7526	0.385065107626893
DCAF4	3571	0.522262671520582
DCAF4L1	4764	0.415617128463476
DCAF5	6086	0.485211961879724
DCAF6	5741	0.416129594147361
DCAF7	6351	0.484805542434262
DCAF8	7168	0.478236607142857
DCAKD	2260	0.560176991150443
DCBLD1	4329	0.475860475860476
DCBLD2	11060	0.396473779385172
DCC	9860	0.422616632860041
DCDC1	7714	0.396422089707026
DCDC2	4401	0.368552601681436
DCDC2B	1234	0.577795786061588
DCHS1	10763	0.619808603549196
DCHS2	12400	0.474516129032258
DCK	3028	0.407529722589168
DCLK1	13965	0.391478696741855
DCLK2	4593	0.559329414326148
DCLK3	5406	0.4724380318165
DCLRE1A	4596	0.398825065274151
DCLRE1B	3879	0.476669244650683
DCLRE1C	7180	0.427437325905292
DCP1A	6003	0.44127936031984
DCP1B	2115	0.507328605200946
DCP2	9957	0.375213417696093
DCPS	1478	0.59404600811908
DCST1	2834	0.557163020465773
DCST2	3068	0.579856584093872
DCT	4862	0.424105306458248
DCTD	3466	0.545874206578188
DCTN1	9973	0.537150305825729
DCTN1-AS1	2612	0.403139356814701
DCTN2	1745	0.534097421203438
DCTN3	3729	0.517833199249128
DCTN4	6417	0.418887330528284
DCTN5	3430	0.475801749271137
DCTN6	1482	0.404858299595142
DCTPP1	1143	0.561679790026247
DCUN1D1	8412	0.352710413694722
DCUN1D2	4044	0.478239366963403
DCUN1D2-AS	373	0.541554959785523
DCUN1D3	2863	0.448480614739783
DCUN1D4	7650	0.395686274509804
DCUN1D5	1248	0.452724358974359
DCXR	829	0.63329312424608
DDA1	4004	0.597652347652348
DDAH1	5816	0.448762035763411
DDB1	4324	0.525670675300648
DDB2	1846	0.542795232936078
DDC	3217	0.501398818775256
DDC8	2454	0.575794621026895
DDHD1	5708	0.43447792571829
DDHD2	8666	0.415878144472652
DDI2	9512	0.425042052144659
DDIT3	848	0.522405660377358
DDIT4	2058	0.588921282798834
DDIT4L	2952	0.439024390243902
DDN	3454	0.603068905616676
DDO	2167	0.461928934010152
DDOST	2386	0.538977367979883
DDR2	3777	0.491924808048716
DDRGK1	1836	0.577342047930283
DDTL	1570	0.529299363057325
DDX1	3807	0.4173890202259
DDX10	3215	0.429237947122862
DDX10P1	1933	0.378168649767201
DDX10P2	2614	0.418133129303749
DDX11	4263	0.579404175463289
DDX11-AS1	2028	0.476331360946746
DDX12P	3960	0.578535353535354
DDX17	9990	0.442142142142142
DDX18	7851	0.404789198828175
DDX18P6	1997	0.408112168252379
DDX19A	3104	0.510309278350515
DDX19B	3065	0.496574225122349
DDX20	5131	0.393295653868642
DDX21	4711	0.401825514752706
DDX23	3266	0.529699938763013
DDX24	2932	0.493178717598909
DDX27	5202	0.515570934256055
DDX28	2714	0.567796610169492
DDX31	5243	0.494373450314705
DDX39A	2120	0.586320754716981
DDX3YP3	1994	0.428786359077232
DDX4	3851	0.397039729940275
DDX41	4536	0.592372134038801
DDX42	3973	0.47948653410521
DDX43	2241	0.382418563141455
DDX46	8978	0.371686344397416
DDX47	1840	0.445652173913043
DDX49	1851	0.618584548892491
DDX5	2316	0.429620034542314
DDX50	2730	0.422710622710623
DDX50P1	2400	0.426666666666667
DDX50P2	2193	0.40766073871409
DDX51	4739	0.58662165013716
DDX52	8184	0.393939393939394
DDX54	3938	0.599035043169121
DDX55	2692	0.460252600297177
DDX56	4068	0.569567354965585
DDX58	4756	0.404121110176619
DDX59	4444	0.431368136813681
DDX6	6224	0.405366323907455
DDX60	10280	0.391536964980545
DDX60L	12156	0.385077328068444
DDX6P2	1454	0.431224209078404
DEAF1	2677	0.638401195367949
DEC1	4628	0.404494382022472
DECR1	3507	0.394639292842886
DECR2	3390	0.5976401179941
DEDD	2295	0.506753812636166
DEDD2	1887	0.630630630630631
DEF6	2582	0.60573199070488
DEF8	4230	0.593853427895981
DEGS1	2515	0.472365805168986
DEGS2	1405	0.661921708185053
DEK	4361	0.408621875716579
DENND1A	9915	0.539485627836611
DENND1B	13042	0.34595920871032
DENND1C	2787	0.604951560818084
DENND2C	7598	0.422216372729666
DENND2D	5515	0.521124206708976
DENND3	14670	0.524130879345603
DENND4A	7339	0.39487668619703
DENND4B	7175	0.60390243902439
DENND4C	6072	0.382246376811594
DENND5A	4956	0.507465698143664
DENND5B	9668	0.428527099710385
DENND6A	5076	0.398936170212766
DENND6B	2809	0.632609469562122
DENR	3067	0.396152592109553
DEPDC1	6619	0.341441305333132
DEPDC1B	3806	0.379926431949553
DEPDC4	2695	0.417439703153989
DEPDC5	8061	0.497332837116983
DEPDC7	2266	0.434245366284201
DEPTOR	2370	0.433755274261603
DERA	1930	0.433678756476684
DERL1	6516	0.423572744014733
DERL2	4209	0.394392967450701
DERL3	3792	0.608122362869198
DESI1	3390	0.525368731563422
DESI2	5149	0.442998640512721
DET1	2296	0.491724738675958
DEXI	1053	0.696106362773029
DFFA	5951	0.472861703915308
DFFB	3856	0.529823651452282
DFNA5	8798	0.489884064560127
DFNB31	5548	0.607606344628695
DFNB59	2379	0.376628835645229
DGAT1	3567	0.63919259882254
DGAT2	2452	0.560766721044046
DGCR14	4189	0.586058725232752
DGCR2	6019	0.589300548263831
DGCR5	6892	0.542658154381892
DGCR6	3408	0.629694835680751
DGCR6L	1154	0.640381282495667
DGCR8	6702	0.564756789018203
DGKA	3150	0.528888888888889
DGKB	9486	0.380455407969639
DGKD	9148	0.554875382597289
DGKE	7766	0.401493690445532
DGKG	10814	0.443961531348252
DGKH	5191	0.445964168753612
DGKI	8523	0.466971723571512
DGKQ	4975	0.658492462311558
DGKZ	5126	0.667381974248927
DGKZP1	2776	0.628242074927954
DGUOK	1393	0.480976310122039
DGUOK-AS1	803	0.460772104607721
DHCR24	3663	0.547911547911548
DHCR7	2665	0.582363977485929
DHDDS	5096	0.506279434850863
DHDH	1081	0.612395929694727
DHFR	4092	0.410801564027371
DHFRL1	4436	0.417718665464382
DHFRP1	564	0.416666666666667
DHH	1932	0.636645962732919
DHODH	2065	0.539467312348668
DHPS	1225	0.58530612244898
DHRS1	1672	0.558014354066986
DHRS11	2051	0.562652364700146
DHRS12	3525	0.53531914893617
DHRS13	2037	0.622484045164458
DHRS2	1823	0.542512342292924
DHRS3	3037	0.558116562397102
DHRS4	1274	0.569073783359498
DHRS4-AS1	1257	0.366746221161496
DHRS4L2	1374	0.576419213973799
DHRS7	1986	0.440584088620342
DHRS7B	1395	0.521146953405018
DHRS7C	987	0.548125633232016
DHRS9	3753	0.411670663469225
DHTKD1	5281	0.481726945654232
DHX15	8162	0.387037490811076
DHX29	4649	0.401591740159174
DHX30	7765	0.551835157759176
DHX32	3539	0.443345577846849
DHX33	5594	0.487486592777976
DHX34	6632	0.603588661037395
DHX35	4930	0.473630831643002
DHX36	10562	0.372846051884113
DHX37	4548	0.613236587510994
DHX38	4300	0.565116279069767
DHX40	3824	0.414225941422594
DHX57	7953	0.426002766251729
DHX58	2864	0.582402234636871
DHX8	4200	0.508809523809524
DHX9	5557	0.425409393557675
DHX9P1	4345	0.425086306098964
DIABLO	4519	0.525116176145165
DIAPH1	7086	0.494637313011572
DIAPH3	5525	0.398190045248869
DICER1	10413	0.397579948141746
DICER1-AS1	2706	0.47450110864745
DIDO1	13281	0.540170167909043
DIEXF	10376	0.437933693138011
DIMT1	3736	0.36830835117773
DIO1	1860	0.459139784946237
DIO3	2102	0.607992388201713
DIP2A	13557	0.516485948218632
DIP2A-IT1	428	0.385514018691589
DIP2B	8780	0.451366742596811
DIP2C	8565	0.508464681844717
DIRAS1	3397	0.597880482778923
DIRAS2	650	0.641538461538462
DIRC2	3238	0.478072884496603
DIRC3	4665	0.462593783494105
DIS3	6775	0.407232472324723
DIS3L	3042	0.459894806048652
DIS3L2	10736	0.537537257824143
DISC1	10889	0.446138304711176
DISP1	5472	0.470394736842105
DISP2	5031	0.637845358775591
DIXDC1	5916	0.444557133198107
DKFZP667F0711	2446	0.413736713000818
DKFZP761J1410	2696	0.626854599406528
DKK3	2770	0.554512635379061
DKK4	894	0.520134228187919
DKKL1	1029	0.610301263362488
DKKL1P1	698	0.600286532951289
DLAT	4249	0.439632854789362
DLC1	10798	0.465827005000926
DLD	3941	0.390763765541741
DLEC1	6935	0.564383561643836
DLEU1	10708	0.417818453492716
DLEU2	3811	0.379427971660981
DLEU2L	1165	0.321030042918455
DLG1	10766	0.403213821289244
DLG2	11103	0.439160587228677
DLG4	5997	0.581957645489411
DLG5	8211	0.565582754841067
DLG5-AS1	487	0.503080082135524
DLGAP1	9222	0.464107568857081
DLGAP1-AS1	1966	0.511698880976602
DLGAP2	10749	0.486463857102986
DLGAP3	3977	0.675132009052049
DLGAP4	8357	0.599736747636712
DLGAP5	3075	0.389918699186992
DLK1	1618	0.629171817058096
DLK2	2157	0.630968938340287
DLL1	3384	0.583628841607565
DLL3	2380	0.648319327731092
DLL4	3383	0.599763523499852
DLST	2810	0.518861209964413
DLX1	4231	0.542897660127629
DLX2	2771	0.597257307831108
DLX4	2998	0.59739826551034
DLX6	2201	0.498409813721036
DLX6-AS1	6247	0.419881543140708
DMAP1	5599	0.514556170744776
DMBT1	8618	0.559062427477373
DMBX1	2895	0.585492227979275
DMC1	3025	0.413223140495868
DMGDH	5006	0.449460647223332
DMKN	7429	0.54125723515951
DMP1	2682	0.447800149142431
DMPK	3597	0.634139560745065
DMRT1	2222	0.502250225022502
DMRT2	2927	0.514178339596857
DMRTA2	3225	0.64031007751938
DMRTC2	1974	0.54660587639311
DMTF1	7659	0.39274056665361
DMTN	4518	0.627268702965914
DMWD	3308	0.6590084643289
DMXL1	13579	0.37285514397231
DMXL2	10609	0.406824394382128
DNA2	4672	0.383989726027397
DNAAF1	2420	0.547107438016529
DNAAF2	2963	0.536955788052649
DNAAF3	1582	0.629582806573957
DNAH1	13955	0.571479756359728
DNAH10	13616	0.477526439482961
DNAH10OS	4382	0.520310360565952
DNAH11	14822	0.441708271488328
DNAH12	10727	0.386781019856437
DNAH14	19741	0.384630971075427
DNAH17	14870	0.553127101546738
DNAH2	14220	0.537201125175809
DNAH3	13340	0.486356821589205
DNAH5	16475	0.440789074355083
DNAH6	13730	0.406773488710852
DNAH7	21339	0.387084680631707
DNAH8	14746	0.405940594059406
DNAH9	14439	0.515201883786966
DNAI2	2267	0.56771063078959
DNAJA1	2730	0.42014652014652
DNAJA1P1	1187	0.401010951979781
DNAJA1P2	1197	0.377610693400167
DNAJA1P5	1782	0.353535353535354
DNAJA1P6	354	0.432203389830508
DNAJA2	3048	0.405511811023622
DNAJA3	2763	0.542888165038002
DNAJA4	6326	0.497628833386026
DNAJB1	764	0.579842931937173
DNAJB11	5400	0.411666666666667
DNAJB12	5651	0.561670500796319
DNAJB13	1875	0.503466666666667
DNAJB14	13078	0.335448845389203
DNAJB1P1	1053	0.553656220322887
DNAJB2	5886	0.578321440706762
DNAJB4	3709	0.370450256133729
DNAJB5	3015	0.55787728026534
DNAJB6	15187	0.500559689207875
DNAJB7	1953	0.351254480286738
DNAJB9	2654	0.383571966842502
DNAJC1	2501	0.491003598560576
DNAJC10	6729	0.359488779907861
DNAJC11	3664	0.512554585152838
DNAJC12	1751	0.411764705882353
DNAJC13	9562	0.409328592344698
DNAJC14	3114	0.527617212588311
DNAJC15	2727	0.404840484048405
DNAJC16	8481	0.446173800259403
DNAJC17	890	0.566292134831461
DNAJC18	6497	0.457287979067262
DNAJC19	3581	0.376431164479196
DNAJC19P5	316	0.411392405063291
DNAJC2	5952	0.400369623655914
DNAJC21	9137	0.397504651417314
DNAJC22	2628	0.594748858447489
DNAJC24	2833	0.382280268266855
DNAJC25	2228	0.359066427289048
DNAJC27	5423	0.415083901899318
DNAJC27-AS1	5450	0.508623853211009
DNAJC28	1890	0.438095238095238
DNAJC3	1952	0.421618852459016
DNAJC30	824	0.570388349514563
DNAJC3-AS1	2898	0.422705314009662
DNAJC4	1282	0.643525741029641
DNAJC5	5304	0.578054298642534
DNAJC5B	2927	0.420225486846601
DNAJC6	6862	0.441125036432527
DNAJC7	1334	0.446026986506747
DNAJC8	2361	0.413807708598052
DNAJC9	1509	0.42544731610338
DNAJC9-AS1	1891	0.420941300898995
DNAL1	6740	0.397922848664688
DNAL4	2349	0.549169859514687
DNALI1	4414	0.485500679655641
DNASE1	2207	0.570457634798369
DNASE1L2	1323	0.661375661375661
DNASE1L3	3173	0.478411597856918
DNASE2	2010	0.557213930348259
DNER	3935	0.500635324015248
DNHD1	17176	0.537319515603167
DNLZ	2297	0.64431867653461
DNM1	5601	0.590608819853598
DNM1L	4717	0.409794360822557
DNM1P35	3169	0.567055853581572
DNM2	3905	0.612291933418694
DNM3	11352	0.386892177589852
DNMBP	6476	0.489036442248301
DNMBP-AS1	1650	0.456363636363636
DNMT1	5399	0.552139285052788
DNMT3A	7172	0.551728945900725
DNMT3B	4630	0.544708423326134
DNMT3L	1618	0.598887515451174
DNPEP	4644	0.5671834625323
DNPH1	1250	0.636
DNTT	2040	0.458333333333333
DNTTIP1	1932	0.543478260869565
DNTTIP2	7571	0.407740060758156
DOC2A	1786	0.626539753639418
DOC2GP	486	0.65843621399177
DOCK1	8205	0.4672760511883
DOCK10	11240	0.422953736654804
DOCK2	12816	0.495084269662921
DOCK3	8771	0.503135332345229
DOCK4	11345	0.423534596738651
DOCK5	15971	0.44142508296287
DOCK6	6135	0.614180929095354
DOCK7	10873	0.384162604616941
DOCK8	13253	0.4731004300913
DOCK9	10026	0.462198284460403
DOHH	2059	0.676056338028169
DOK1	2833	0.642781503706318
DOK2	2261	0.601503759398496
DOK3	4827	0.607209446861405
DOK4	2714	0.591378039793662
DOK6	8392	0.39382745471878
DOK7	4036	0.667740336967294
DOLK	629	0.559618441971383
DOLPP1	2249	0.560693641618497
DONSON	2596	0.433359013867488
DOPEY1	7694	0.399402131531063
DOPEY2	9189	0.506692784851453
DOT1L	10231	0.627406900596227
DPAGT1	4292	0.531220876048462
DPCD	1475	0.564745762711864
DPEP1	1880	0.621276595744681
DPEP2	2317	0.556322831247303
DPF1	4671	0.60715050310426
DPF2	2409	0.545869655458697
DPF3	3525	0.484822695035461
DPH1	1719	0.592204770215241
DPH2	2863	0.564442892071254
DPH3	3562	0.416339135317237
DPH3P1	238	0.466386554621849
DPH5	2868	0.417015341701534
DPH6	4131	0.346163156620673
DPH6-AS1	1466	0.427694406548431
DPH7	3524	0.559023836549376
DPM1	1207	0.397680198840099
DPM2	3133	0.57229492499202
DPM3	622	0.615755627009646
DPP10	10005	0.406296851574213
DPP4	4848	0.433168316831683
DPP6	13576	0.526812021213907
DPP7	2824	0.684490084985836
DPP8	8918	0.391006952231442
DPP9	3964	0.597124117053481
DPRX	648	0.481481481481481
DPY19L1	5886	0.382942575603126
DPY19L1P1	2438	0.410582444626743
DPY19L2	4057	0.382055706186838
DPY19L2P2	3746	0.495194874532835
DPY19L2P3	2540	0.396456692913386
DPY19L3	6415	0.405300077942323
DPY19L4	5302	0.376461712561298
DPY30	1364	0.458211143695015
DPYD	6448	0.399193548387097
DPYSL2	7052	0.503970504821327
DPYSL3	7164	0.500837520938023
DPYSL4	3162	0.628716002530044
DPYSL5	7035	0.577398720682303
DQX1	2940	0.533673469387755
DR1	3905	0.381562099871959
DRAM1	3541	0.471335780852866
DRAM2	2837	0.400070497003877
DRAP1	1009	0.628344895936571
DRAXIN	4160	0.556730769230769
DRC1	3048	0.490813648293963
DRD2	2704	0.606508875739645
DRD4	1282	0.72386895475819
DRD5	2375	0.586105263157895
DRG1	2107	0.475083056478405
DRG2	3936	0.579776422764228
DRGX	3265	0.547932618683002
DROSHA	7819	0.437396086456069
DSC1	4271	0.415125263404355
DSC2	5286	0.399356791524782
DSC3	6978	0.398968185726569
DSCAM	8592	0.517690875232775
DSCAML1	6342	0.612582781456954
DSCC1	2603	0.39761813292355
DSCR3	9972	0.497693541917369
DSCR9	1383	0.580621836587129
DSE	4337	0.45584505418492
DSEL	9327	0.401629677281012
DSG1	5252	0.402322924600152
DSG2	5481	0.423462871738734
DSG3	5525	0.423710407239819
DSG4	3701	0.442312888408538
DSN1	2748	0.454876273653566
DSP	10093	0.477756861190924
DST	41603	0.402831526572603
DSTN	2174	0.4360625574977
DSTNP1	465	0.434408602150538
DSTNP2	486	0.393004115226337
DSTNP4	474	0.381856540084388
DSTYK	7908	0.468765806777946
DTD1	3185	0.484458398744113
DTD2	2671	0.385997753650318
DTHD1	5618	0.39498042007832
DTL	4892	0.414554374488962
DTNA	10385	0.418873375060183
DTNB	6979	0.471414242728185
DTNBP1	3079	0.51477752517051
DTWD1	2823	0.372653205809423
DTWD2	4621	0.374594243670201
DTX1	3288	0.633819951338199
DTX2	5059	0.599723265467484
DTX2P1	1763	0.623369256948383
DTX3	2029	0.589945786101528
DTX3L	5651	0.433020704300124
DTX4	5717	0.545390939303831
DTYMK	2542	0.55153422501967
DUOX1	5820	0.589003436426117
DUOX2	6513	0.564409642253954
DUOXA2	1914	0.585161964472309
DUPD1	663	0.622926093514329
DUS1L	1861	0.641053197205803
DUS2	1914	0.535005224660397
DUS3L	2058	0.647716229348882
DUS4L	4879	0.375486780077885
DUSP1	2019	0.551263001485884
DUSP10	2914	0.44955387783116
DUSP11	3544	0.409706546275395
DUSP12	1762	0.456867196367764
DUSP13	2311	0.614019904803116
DUSP14	2499	0.507402961184474
DUSP15	3745	0.628304405874499
DUSP16	1649	0.494845360824742
DUSP18	2756	0.495645863570392
DUSP19	5182	0.367618680046314
DUSP2	1932	0.635610766045549
DUSP22	3407	0.54241267977693
DUSP23	825	0.647272727272727
DUSP26	2046	0.588954056695992
DUSP28	3246	0.495686999383857
DUSP3	4121	0.49890803203106
DUSP4	7262	0.524098044615808
DUSP5	2188	0.51508226691042
DUSP5P1	2463	0.505887129516849
DUSP5P2	1033	0.599225556631171
DUSP6	2818	0.488289567068843
DUSP7	5648	0.589766288951841
DUSP8	4199	0.665158371040724
DUSP8P5	1815	0.67603305785124
DUT	1874	0.3991462113127
DUTP1	470	0.436170212765957
DUTP5	469	0.430703624733475
DUTP7	486	0.454732510288066
DUTP8	487	0.418891170431211
DVL1	3455	0.673227206946454
DVL2	3022	0.602581072137657
DVL3	6090	0.569950738916256
DYDC2	2075	0.448192771084337
DYM	2793	0.458646616541353
DYNC1H1	14340	0.513877266387727
DYNC1I1	4176	0.467432950191571
DYNC1I2	4695	0.405537806176784
DYNC1I2P1	1838	0.431991294885745
DYNC1LI1	6132	0.404598825831703
DYNC1LI2	3374	0.454653230586841
DYNC2H1	13699	0.383385648587488
DYNC2LI1	4627	0.375405230170737
DYNLL1	983	0.548321464903357
DYNLL1-AS1	3578	0.490497484628284
DYNLL1P1	270	0.481481481481481
DYNLRB1	2579	0.531989143078713
DYNLT1	2949	0.428280773143438
DYNLT3P1	347	0.446685878962536
DYNLT3P2	293	0.430034129692833
DYRK1A	7743	0.437814800464936
DYRK1B	2532	0.641785150078989
DYRK2	6159	0.435460301997077
DYRK3	4212	0.495726495726496
DYRK4	1816	0.48568281938326
DYSF	8485	0.5796110783736
DYTN	2140	0.467757009345794
DZANK1	6388	0.456324358171572
DZIP1	7019	0.451061404758513
DZIP1L	5045	0.53994053518335
DZIP3	7016	0.38169897377423
E2F1	2504	0.624600638977636
E2F2	5401	0.564710238844658
E2F3	4744	0.452150084317032
E2F3-IT1	400	0.4575
E2F4	2100	0.581428571428571
E2F4P1	1133	0.543689320388349
E2F5	4826	0.415872358060506
E2F6	4061	0.432898300911106
E2F7	5741	0.431283748475875
E2F8	3728	0.447424892703863
E4F1	2663	0.649267743146827
EAF1	4122	0.448083454633673
EAF2	1770	0.385875706214689
